application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission,work_exp_group,gmat_group,gpa_group
5327,Female,False,3.19,Business,Asian,590.0,5.0,Energy,Deny,4-6 years,550–599,3.00–3.24
5328,Female,False,3.05,Business,Black,620.0,4.0,Investment Banking,Deny,4-6 years,600–649,3.00–3.24
5329,Female,False,3.02,Business,Asian,630.0,6.0,PE/VC,Deny,4-6 years,600–649,3.00–3.24
5330,Male,False,3.08,STEM,Asian,610.0,7.0,Health Care,Deny,7+ years,600–649,3.00–3.24
5331,Male,True,3.28,Humanities,International,570.0,5.0,Financial Services,Deny,4-6 years,550–599,3.25–3.49
5332,Female,True,3.11,Business,International,630.0,5.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
5333,Male,False,3.28,STEM,White,620.0,4.0,Health Care,Deny,4-6 years,600–649,3.25–3.49
5334,Female,False,3.18,Humanities,Black,650.0,5.0,Technology,Deny,4-6 years,600–649,3.00–3.24
5335,Male,False,3.3,Business,Asian,600.0,6.0,Consulting,Deny,4-6 years,550–599,3.25–3.49
5336,Male,True,3.16,Humanities,International,640.0,4.0,Health Care,Deny,4-6 years,600–649,3.00–3.24
5337,Female,False,3.27,STEM,Black,660.0,7.0,PE/VC,Admit,7+ years,650–699,3.25–3.49
5338,Male,True,3.01,Business,International,670.0,3.0,Health Care,Deny,1-3 years,650–699,3.00–3.24
5339,Male,True,3.32,Humanities,International,710.0,6.0,Consulting,Deny,4-6 years,700–749,3.25–3.49
5340,Female,False,3.41,Humanities,White,780.0,3.0,Consulting,Admit,1-3 years,750–800,3.25–3.49
5341,Male,True,3.23,Humanities,International,610.0,5.0,Real Estate,Deny,4-6 years,600–649,3.00–3.24
5342,Male,False,3.1,Business,Black,630.0,6.0,Technology,Deny,4-6 years,600–649,3.00–3.24
5343,Male,True,3.43,Humanities,International,710.0,4.0,Investment Management,Admit,4-6 years,700–749,3.25–3.49
5344,Male,False,3.32,Business,White,630.0,6.0,Investment Banking,Deny,4-6 years,600–649,3.25–3.49
5345,Male,False,3.37,STEM,White,650.0,6.0,Investment Management,Deny,4-6 years,600–649,3.25–3.49
5346,Male,True,3.2,Business,International,750.0,4.0,Consulting,Deny,4-6 years,700–749,3.00–3.24
5347,Male,False,3.27,Humanities,Asian,610.0,6.0,Investment Banking,Deny,4-6 years,600–649,3.25–3.49
5348,Male,True,3.09,STEM,International,570.0,4.0,PE/VC,Deny,4-6 years,550–599,3.00–3.24
5349,Male,False,3.22,Business,White,700.0,6.0,Technology,Deny,4-6 years,650–699,3.00–3.24
5350,Male,False,3.41,STEM,Hispanic,710.0,6.0,Nonprofit/Gov,Deny,4-6 years,700–749,3.25–3.49
5351,Male,False,3.58,Humanities,Asian,670.0,5.0,Financial Services,Deny,4-6 years,650–699,3.50–3.74
5352,Female,False,3.41,Humanities,Other,640.0,4.0,Technology,Deny,4-6 years,600–649,3.25–3.49
5353,Male,False,3.33,Business,Black,640.0,4.0,Health Care,Deny,4-6 years,600–649,3.25–3.49
5354,Male,False,3.24,Humanities,Asian,660.0,3.0,Consulting,Deny,1-3 years,650–699,3.00–3.24
5355,Male,True,3.07,STEM,International,620.0,4.0,Other,Deny,4-6 years,600–649,3.00–3.24
5356,Female,False,3.22,Humanities,Black,660.0,7.0,Financial Services,Admit,7+ years,650–699,3.00–3.24
5357,Female,False,3.15,Business,Asian,670.0,6.0,Consulting,Deny,4-6 years,650–699,3.00–3.24
5358,Male,True,3.52,STEM,International,780.0,6.0,Technology,Admit,4-6 years,750–800,3.50–3.74
5359,Male,False,3.17,Humanities,Asian,620.0,5.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
5360,Female,True,3.37,Business,International,660.0,6.0,Technology,Deny,4-6 years,650–699,3.25–3.49
5361,Male,True,3.13,STEM,International,630.0,6.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
5362,Male,False,3.34,Humanities,Black,670.0,5.0,Nonprofit/Gov,Deny,4-6 years,650–699,3.25–3.49
5363,Male,False,3.45,Business,Asian,740.0,6.0,Consulting,Waitlist,4-6 years,700–749,3.25–3.49
5364,Female,False,3.15,STEM,Black,630.0,4.0,Nonprofit/Gov,Deny,4-6 years,600–649,3.00–3.24
5365,Female,True,3.41,Business,International,660.0,6.0,Consulting,Admit,4-6 years,650–699,3.25–3.49
5366,Male,False,3.19,STEM,White,680.0,4.0,Consulting,Deny,4-6 years,650–699,3.00–3.24
5367,Male,True,3.25,Humanities,International,620.0,5.0,Nonprofit/Gov,Deny,4-6 years,600–649,3.00–3.24
5368,Male,True,3.42,STEM,International,740.0,3.0,Real Estate,Deny,1-3 years,700–749,3.25–3.49
5369,Male,False,3.23,Humanities,White,690.0,3.0,Technology,Deny,1-3 years,650–699,3.00–3.24
5370,Female,True,3.54,Humanities,International,780.0,5.0,Investment Banking,Admit,4-6 years,750–800,3.50–3.74
5371,Female,True,3.4,Business,International,640.0,4.0,Nonprofit/Gov,Deny,4-6 years,600–649,3.25–3.49
5372,Female,True,3.08,Business,International,570.0,4.0,Consulting,Deny,4-6 years,550–599,3.00–3.24
5373,Female,False,3.23,Business,Black,660.0,6.0,Consulting,Admit,4-6 years,650–699,3.00–3.24
5374,Female,True,2.96,Humanities,International,630.0,4.0,Nonprofit/Gov,Deny,4-6 years,600–649,2.75–2.99
5375,Male,False,3.51,STEM,Black,720.0,5.0,Other,Deny,4-6 years,700–749,3.50–3.74
5376,Male,True,3.38,STEM,International,690.0,7.0,Consulting,Deny,7+ years,650–699,3.25–3.49
5377,Male,False,3.32,Humanities,White,630.0,4.0,Other,Deny,4-6 years,600–649,3.25–3.49
5378,Female,False,3.36,Business,Other,700.0,5.0,PE/VC,Deny,4-6 years,650–699,3.25–3.49
5379,Male,False,3.3,STEM,Black,590.0,6.0,Technology,Deny,4-6 years,550–599,3.25–3.49
5380,Male,True,3.33,Humanities,International,640.0,4.0,Technology,Deny,4-6 years,600–649,3.25–3.49
5381,Female,False,3.37,Humanities,White,630.0,6.0,PE/VC,Deny,4-6 years,600–649,3.25–3.49
5382,Male,False,3.19,Humanities,White,680.0,4.0,Investment Management,Deny,4-6 years,650–699,3.00–3.24
5383,Male,True,3.1,Humanities,International,700.0,6.0,PE/VC,Deny,4-6 years,650–699,3.00–3.24
5384,Male,False,3.19,STEM,Black,650.0,6.0,PE/VC,Deny,4-6 years,600–649,3.00–3.24
5385,Female,False,3.18,Humanities,White,630.0,4.0,PE/VC,Deny,4-6 years,600–649,3.00–3.24
5386,Male,True,3.18,Humanities,International,580.0,6.0,Financial Services,Deny,4-6 years,550–599,3.00–3.24
5387,Male,False,3.23,Humanities,Asian,680.0,5.0,Investment Management,Admit,4-6 years,650–699,3.00–3.24
5388,Female,False,3.23,Humanities,Black,610.0,5.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
5389,Male,False,3.08,Humanities,Hispanic,580.0,5.0,PE/VC,Deny,4-6 years,550–599,3.00–3.24
5390,Male,False,3.2,Humanities,Black,580.0,4.0,Consulting,Deny,4-6 years,550–599,3.00–3.24
5391,Male,False,3.24,Humanities,Asian,570.0,5.0,Consulting,Deny,4-6 years,550–599,3.00–3.24
5392,Male,False,3.18,Business,White,680.0,4.0,Consulting,Deny,4-6 years,650–699,3.00–3.24
5393,Female,False,3.39,Business,Hispanic,640.0,4.0,Financial Services,Deny,4-6 years,600–649,3.25–3.49
5394,Female,False,3.16,Humanities,White,700.0,4.0,Consulting,Deny,4-6 years,650–699,3.00–3.24
5395,Male,False,3.21,Humanities,Hispanic,570.0,6.0,Investment Banking,Deny,4-6 years,550–599,3.00–3.24
5396,Male,True,3.03,Humanities,International,590.0,5.0,Financial Services,Deny,4-6 years,550–599,3.00–3.24
5397,Female,False,3.38,Humanities,Asian,700.0,4.0,Financial Services,Admit,4-6 years,650–699,3.25–3.49
5398,Male,True,3.33,Humanities,International,670.0,5.0,PE/VC,Deny,4-6 years,650–699,3.25–3.49
5399,Male,True,3.07,Humanities,International,740.0,7.0,Other,Deny,7+ years,700–749,3.00–3.24
5400,Male,False,3.32,Business,Other,730.0,5.0,Investment Management,Admit,4-6 years,700–749,3.25–3.49
5401,Male,True,3.06,Humanities,International,570.0,4.0,CPG,Deny,4-6 years,550–599,3.00–3.24
5402,Male,False,3.18,Business,Black,670.0,5.0,Technology,Deny,4-6 years,650–699,3.00–3.24
5403,Female,True,3.11,Humanities,International,630.0,3.0,CPG,Deny,1-3 years,600–649,3.00–3.24
5404,Female,True,3.35,STEM,International,660.0,5.0,Investment Banking,Deny,4-6 years,650–699,3.25–3.49
5405,Female,False,3.22,Business,Black,660.0,4.0,Nonprofit/Gov,Deny,4-6 years,650–699,3.00–3.24
5406,Female,False,3.04,STEM,Asian,570.0,5.0,Technology,Deny,4-6 years,550–599,3.00–3.24
5407,Male,True,3.44,Business,International,630.0,6.0,Consulting,Deny,4-6 years,600–649,3.25–3.49
5408,Female,False,3.41,STEM,White,760.0,6.0,Consulting,Admit,4-6 years,750–800,3.25–3.49
5409,Male,False,3.44,Humanities,Black,670.0,4.0,Consulting,Deny,4-6 years,650–699,3.25–3.49
5410,Male,False,3.2,Business,Black,720.0,5.0,Retail,Deny,4-6 years,700–749,3.00–3.24
5411,Male,False,3.3,STEM,Hispanic,660.0,6.0,PE/VC,Deny,4-6 years,650–699,3.25–3.49
5412,Female,True,3.43,STEM,International,570.0,5.0,Consulting,Deny,4-6 years,550–599,3.25–3.49
5413,Male,True,3.3,STEM,International,620.0,6.0,Nonprofit/Gov,Deny,4-6 years,600–649,3.25–3.49
5414,Female,False,3.3,Humanities,White,640.0,3.0,Consulting,Deny,1-3 years,600–649,3.25–3.49
5415,Male,False,2.99,Humanities,Black,580.0,5.0,Investment Banking,Deny,4-6 years,550–599,2.75–2.99
5416,Male,False,2.96,STEM,Asian,580.0,5.0,Health Care,Deny,4-6 years,550–599,2.75–2.99
5417,Female,False,3.36,STEM,Black,680.0,6.0,PE/VC,Deny,4-6 years,650–699,3.25–3.49
5418,Male,True,3.26,Humanities,International,580.0,5.0,Nonprofit/Gov,Deny,4-6 years,550–599,3.25–3.49
5419,Male,True,3.15,Humanities,International,630.0,6.0,Financial Services,Deny,4-6 years,600–649,3.00–3.24
5420,Male,False,3.42,Business,Black,690.0,4.0,Investment Banking,Deny,4-6 years,650–699,3.25–3.49
5421,Female,False,3.52,STEM,White,680.0,5.0,PE/VC,Deny,4-6 years,650–699,3.50–3.74
5422,Female,False,3.26,Humanities,Asian,620.0,4.0,Consulting,Deny,4-6 years,600–649,3.25–3.49
5423,Male,False,3.07,STEM,White,570.0,6.0,Financial Services,Deny,4-6 years,550–599,3.00–3.24
5424,Female,False,3.14,Business,Black,660.0,4.0,Other,Deny,4-6 years,650–699,3.00–3.24
5425,Female,False,3.3,Business,Asian,680.0,4.0,PE/VC,Admit,4-6 years,650–699,3.25–3.49
5426,Male,False,3.24,STEM,Black,660.0,6.0,Consulting,Deny,4-6 years,650–699,3.00–3.24
5427,Male,False,3.65,Business,White,780.0,5.0,PE/VC,Deny,4-6 years,750–800,3.50–3.74
5428,Female,True,3.24,Business,International,640.0,4.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
5429,Male,False,3.39,Business,Asian,610.0,5.0,Nonprofit/Gov,Deny,4-6 years,600–649,3.25–3.49
5430,Female,False,3.3,Humanities,White,640.0,5.0,Health Care,Deny,4-6 years,600–649,3.25–3.49
5431,Female,False,3.24,Business,White,620.0,4.0,Nonprofit/Gov,Deny,4-6 years,600–649,3.00–3.24
5432,Female,False,3.39,STEM,Hispanic,630.0,4.0,Consulting,Deny,4-6 years,600–649,3.25–3.49
5433,Female,True,3.29,Humanities,International,610.0,3.0,Financial Services,Deny,1-3 years,600–649,3.25–3.49
5434,Male,False,3.32,Humanities,Asian,720.0,5.0,Financial Services,Deny,4-6 years,700–749,3.25–3.49
5435,Male,True,3.35,STEM,International,620.0,4.0,Technology,Deny,4-6 years,600–649,3.25–3.49
5436,Female,True,3.39,Humanities,International,700.0,6.0,Technology,Deny,4-6 years,650–699,3.25–3.49
5437,Male,False,3.26,STEM,Asian,640.0,4.0,PE/VC,Deny,4-6 years,600–649,3.25–3.49
5438,Male,True,3.2,STEM,International,710.0,5.0,Consulting,Deny,4-6 years,700–749,3.00–3.24
5439,Male,False,3.24,Humanities,White,710.0,5.0,Consulting,Deny,4-6 years,700–749,3.00–3.24
5440,Male,True,3.45,STEM,International,650.0,5.0,Financial Services,Deny,4-6 years,600–649,3.25–3.49
5441,Male,False,3.39,STEM,White,650.0,5.0,Other,Deny,4-6 years,600–649,3.25–3.49
5442,Male,False,3.26,STEM,Black,670.0,4.0,Consulting,Deny,4-6 years,650–699,3.25–3.49
5443,Female,False,3.48,STEM,Black,690.0,6.0,PE/VC,Deny,4-6 years,650–699,3.25–3.49
5444,Female,False,2.98,Business,White,590.0,5.0,Technology,Deny,4-6 years,550–599,2.75–2.99
5445,Female,False,3.33,Humanities,Asian,720.0,5.0,Financial Services,Deny,4-6 years,700–749,3.25–3.49
5446,Male,True,3.13,Humanities,International,650.0,5.0,Nonprofit/Gov,Deny,4-6 years,600–649,3.00–3.24
5447,Male,False,3.28,STEM,Black,710.0,5.0,PE/VC,Deny,4-6 years,700–749,3.25–3.49
5448,Female,False,3.22,STEM,White,620.0,5.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
5449,Female,True,3.23,STEM,International,590.0,4.0,PE/VC,Deny,4-6 years,550–599,3.00–3.24
5450,Female,False,3.18,Humanities,Asian,610.0,5.0,Technology,Deny,4-6 years,600–649,3.00–3.24
5451,Female,False,3.24,STEM,Hispanic,670.0,6.0,PE/VC,Deny,4-6 years,650–699,3.00–3.24
5452,Male,True,3.26,Humanities,International,700.0,5.0,Health Care,Deny,4-6 years,650–699,3.25–3.49
5453,Female,False,2.97,Humanities,Hispanic,580.0,4.0,Consulting,Deny,4-6 years,550–599,2.75–2.99
5454,Female,False,3.26,Business,White,720.0,6.0,Financial Services,Deny,4-6 years,700–749,3.25–3.49
5455,Male,False,3.51,Humanities,Asian,690.0,4.0,Technology,Admit,4-6 years,650–699,3.50–3.74
5456,Female,True,3.34,Business,International,660.0,5.0,PE/VC,Deny,4-6 years,650–699,3.25–3.49
5457,Male,True,3.28,STEM,International,570.0,5.0,Consulting,Deny,4-6 years,550–599,3.25–3.49
5458,Male,False,3.48,Humanities,Black,730.0,5.0,Health Care,Deny,4-6 years,700–749,3.25–3.49
5459,Male,False,3.06,Humanities,Asian,620.0,6.0,Other,Deny,4-6 years,600–649,3.00–3.24
5460,Female,False,3.57,Humanities,Black,750.0,2.0,Technology,Deny,1-3 years,700–749,3.50–3.74
5461,Male,False,3.14,Humanities,White,620.0,5.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
5462,Male,True,3.37,Humanities,International,670.0,4.0,Consulting,Deny,4-6 years,650–699,3.25–3.49
5463,Female,False,3.0,Business,White,570.0,6.0,PE/VC,Deny,4-6 years,550–599,2.75–2.99
5464,Male,True,3.41,STEM,International,650.0,5.0,Consulting,Deny,4-6 years,600–649,3.25–3.49
5465,Male,True,2.96,Humanities,International,570.0,5.0,Technology,Deny,4-6 years,550–599,2.75–2.99
5466,Female,True,3.28,Humanities,International,680.0,5.0,Consulting,Admit,4-6 years,650–699,3.25–3.49
5467,Male,False,3.27,Humanities,Asian,690.0,5.0,Media/Entertainment,Admit,4-6 years,650–699,3.25–3.49
5468,Male,False,2.96,Humanities,Hispanic,570.0,6.0,Consulting,Deny,4-6 years,550–599,2.75–2.99
5469,Male,True,3.49,STEM,International,600.0,6.0,Consulting,Deny,4-6 years,550–599,3.25–3.49
5470,Male,True,2.92,Business,International,630.0,7.0,Technology,Deny,7+ years,600–649,2.75–2.99
5471,Male,False,3.25,STEM,Other,610.0,4.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
5472,Male,False,3.08,Business,White,600.0,7.0,PE/VC,Deny,7+ years,550–599,3.00–3.24
5473,Male,True,3.22,Humanities,International,680.0,5.0,Financial Services,Admit,4-6 years,650–699,3.00–3.24
5474,Female,False,3.53,Business,Black,650.0,5.0,Other,Deny,4-6 years,600–649,3.50–3.74
5475,Female,False,3.31,Humanities,Black,650.0,3.0,Technology,Deny,1-3 years,600–649,3.25–3.49
5476,Male,False,3.22,Humanities,White,660.0,6.0,Technology,Deny,4-6 years,650–699,3.00–3.24
5477,Male,False,3.22,Humanities,White,660.0,5.0,Technology,Admit,4-6 years,650–699,3.00–3.24
5478,Female,True,2.95,Business,International,620.0,6.0,Consulting,Deny,4-6 years,600–649,2.75–2.99
5479,Male,True,3.31,Humanities,International,680.0,5.0,Technology,Waitlist,4-6 years,650–699,3.25–3.49
5480,Male,True,2.99,STEM,International,600.0,5.0,Consulting,Deny,4-6 years,550–599,2.75–2.99
5481,Male,False,3.41,Humanities,Black,650.0,6.0,Investment Management,Deny,4-6 years,600–649,3.25–3.49
5482,Female,False,3.15,Business,Asian,580.0,5.0,Investment Management,Deny,4-6 years,550–599,3.00–3.24
5483,Male,True,3.25,Business,International,700.0,5.0,Technology,Deny,4-6 years,650–699,3.00–3.24
5484,Female,False,3.5,Humanities,White,750.0,5.0,Technology,Admit,4-6 years,700–749,3.25–3.49
5485,Male,False,3.12,Humanities,Black,640.0,5.0,Nonprofit/Gov,Deny,4-6 years,600–649,3.00–3.24
5486,Male,False,3.06,Humanities,White,670.0,5.0,Technology,Deny,4-6 years,650–699,3.00–3.24
5487,Male,False,3.02,Business,Asian,710.0,4.0,Investment Banking,Deny,4-6 years,700–749,3.00–3.24
5488,Female,True,2.86,STEM,International,570.0,5.0,CPG,Deny,4-6 years,550–599,2.75–2.99
5489,Male,False,2.96,Humanities,Hispanic,600.0,4.0,Investment Banking,Deny,4-6 years,550–599,2.75–2.99
5490,Male,False,3.42,Humanities,Asian,710.0,5.0,Energy,Deny,4-6 years,700–749,3.25–3.49
5491,Female,False,2.89,Humanities,White,570.0,5.0,Technology,Deny,4-6 years,550–599,2.75–2.99
5492,Male,False,3.19,Humanities,Black,620.0,6.0,Health Care,Deny,4-6 years,600–649,3.00–3.24
5493,Female,True,3.34,Business,International,570.0,6.0,PE/VC,Deny,4-6 years,550–599,3.25–3.49
5494,Male,False,3.46,STEM,Black,690.0,6.0,Financial Services,Deny,4-6 years,650–699,3.25–3.49
5495,Female,True,3.17,Business,International,650.0,5.0,Real Estate,Deny,4-6 years,600–649,3.00–3.24
5496,Male,True,3.13,Humanities,International,650.0,4.0,PE/VC,Deny,4-6 years,600–649,3.00–3.24
5497,Female,False,3.4,Humanities,White,700.0,6.0,Health Care,Deny,4-6 years,650–699,3.25–3.49
5498,Male,False,3.22,Humanities,White,700.0,5.0,Technology,Deny,4-6 years,650–699,3.00–3.24
5499,Male,False,3.43,Humanities,Asian,660.0,6.0,Consulting,Admit,4-6 years,650–699,3.25–3.49
5500,Male,False,3.25,Humanities,Asian,620.0,4.0,Investment Banking,Deny,4-6 years,600–649,3.00–3.24
5501,Female,True,2.92,Humanities,International,570.0,4.0,Investment Management,Deny,4-6 years,550–599,2.75–2.99
5502,Male,False,3.11,STEM,Black,710.0,5.0,Investment Banking,Deny,4-6 years,700–749,3.00–3.24
5503,Male,True,3.29,Humanities,International,650.0,7.0,PE/VC,Deny,7+ years,600–649,3.25–3.49
5504,Female,False,2.96,STEM,Asian,620.0,8.0,Other,Deny,7+ years,600–649,2.75–2.99
5505,Male,False,3.08,STEM,Hispanic,610.0,6.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
5506,Female,True,3.45,STEM,International,610.0,4.0,Investment Banking,Deny,4-6 years,600–649,3.25–3.49
5507,Male,False,3.12,STEM,White,680.0,6.0,Investment Banking,Deny,4-6 years,650–699,3.00–3.24
5508,Male,False,3.48,STEM,Asian,680.0,5.0,Consulting,Deny,4-6 years,650–699,3.25–3.49
5509,Male,True,3.29,STEM,International,650.0,5.0,Technology,Deny,4-6 years,600–649,3.25–3.49
5510,Female,False,3.31,STEM,Black,610.0,5.0,Consulting,Deny,4-6 years,600–649,3.25–3.49
5511,Female,False,3.28,Business,Asian,670.0,4.0,Financial Services,Deny,4-6 years,650–699,3.25–3.49
5512,Female,True,3.16,STEM,International,660.0,6.0,Financial Services,Deny,4-6 years,650–699,3.00–3.24
5513,Female,True,3.34,Humanities,International,660.0,3.0,Financial Services,Deny,1-3 years,650–699,3.25–3.49
5514,Female,True,3.44,Humanities,International,640.0,3.0,Technology,Deny,1-3 years,600–649,3.25–3.49
5515,Male,True,3.23,Humanities,International,630.0,5.0,Investment Management,Deny,4-6 years,600–649,3.00–3.24
5516,Male,True,3.39,STEM,International,610.0,3.0,Consulting,Deny,1-3 years,600–649,3.25–3.49
5517,Female,True,3.54,STEM,International,750.0,5.0,Nonprofit/Gov,Deny,4-6 years,700–749,3.50–3.74
5518,Male,False,3.15,Humanities,Hispanic,680.0,5.0,PE/VC,Deny,4-6 years,650–699,3.00–3.24
5519,Male,True,3.27,STEM,International,660.0,3.0,Investment Banking,Admit,1-3 years,650–699,3.25–3.49
5520,Male,False,3.24,Humanities,Hispanic,670.0,5.0,Nonprofit/Gov,Deny,4-6 years,650–699,3.00–3.24
5521,Male,False,2.95,Business,White,630.0,4.0,Nonprofit/Gov,Deny,4-6 years,600–649,2.75–2.99
5522,Male,True,3.13,STEM,International,660.0,5.0,Nonprofit/Gov,Deny,4-6 years,650–699,3.00–3.24
5523,Male,True,3.22,Humanities,International,730.0,4.0,Technology,Deny,4-6 years,700–749,3.00–3.24
5524,Male,False,3.27,Business,White,660.0,5.0,Consulting,Admit,4-6 years,650–699,3.25–3.49
5525,Male,False,3.13,STEM,Black,570.0,6.0,Investment Banking,Deny,4-6 years,550–599,3.00–3.24
5526,Male,False,3.12,STEM,Other,580.0,5.0,Consulting,Deny,4-6 years,550–599,3.00–3.24
5527,Female,False,3.02,STEM,Black,680.0,5.0,Investment Banking,Deny,4-6 years,650–699,3.00–3.24
5528,Male,True,3.3,Humanities,International,700.0,4.0,Consulting,Admit,4-6 years,650–699,3.25–3.49
5529,Male,False,3.19,Humanities,Asian,620.0,5.0,Nonprofit/Gov,Deny,4-6 years,600–649,3.00–3.24
5530,Female,True,3.56,STEM,International,650.0,5.0,Nonprofit/Gov,Deny,4-6 years,600–649,3.50–3.74
5531,Male,False,3.23,STEM,White,660.0,5.0,Financial Services,Deny,4-6 years,650–699,3.00–3.24
5532,Male,False,3.24,Business,Asian,700.0,6.0,Technology,Deny,4-6 years,650–699,3.00–3.24
5533,Male,False,3.32,STEM,White,640.0,4.0,Other,Deny,4-6 years,600–649,3.25–3.49
5534,Female,False,3.2,Business,Black,670.0,4.0,Consulting,Deny,4-6 years,650–699,3.00–3.24
5535,Male,False,3.4,Humanities,White,640.0,5.0,Health Care,Deny,4-6 years,600–649,3.25–3.49
5536,Male,False,3.11,STEM,White,650.0,5.0,Investment Banking,Deny,4-6 years,600–649,3.00–3.24
5537,Male,False,3.44,Business,White,690.0,4.0,Investment Banking,Deny,4-6 years,650–699,3.25–3.49
5538,Female,False,3.01,STEM,Hispanic,690.0,3.0,Consulting,Deny,1-3 years,650–699,3.00–3.24
5539,Male,False,3.09,Humanities,Asian,590.0,2.0,Consulting,Deny,1-3 years,550–599,3.00–3.24
5540,Female,True,3.36,STEM,International,760.0,5.0,Financial Services,Admit,4-6 years,750–800,3.25–3.49
5541,Male,False,3.31,Humanities,Other,600.0,5.0,Technology,Deny,4-6 years,550–599,3.25–3.49
5542,Male,True,3.42,Humanities,International,710.0,3.0,Investment Banking,Deny,1-3 years,700–749,3.25–3.49
5543,Male,False,3.11,Humanities,White,590.0,5.0,Health Care,Deny,4-6 years,550–599,3.00–3.24
5544,Female,False,3.08,Humanities,White,590.0,4.0,Technology,Deny,4-6 years,550–599,3.00–3.24
5545,Male,True,3.49,STEM,International,700.0,5.0,Nonprofit/Gov,Waitlist,4-6 years,650–699,3.25–3.49
5546,Male,False,3.07,Business,Asian,650.0,6.0,Technology,Deny,4-6 years,600–649,3.00–3.24
5547,Male,True,3.21,Humanities,International,690.0,5.0,Consulting,Deny,4-6 years,650–699,3.00–3.24
5548,Male,False,3.34,Business,Hispanic,650.0,5.0,Health Care,Deny,4-6 years,600–649,3.25–3.49
5549,Male,True,3.36,Humanities,International,740.0,3.0,Financial Services,Deny,1-3 years,700–749,3.25–3.49
5550,Female,False,3.57,Business,White,720.0,5.0,Investment Banking,Admit,4-6 years,700–749,3.50–3.74
5551,Female,True,3.46,STEM,International,610.0,5.0,Consulting,Deny,4-6 years,600–649,3.25–3.49
5552,Female,False,3.38,Business,Asian,640.0,6.0,Technology,Deny,4-6 years,600–649,3.25–3.49
5553,Female,False,3.22,STEM,Black,630.0,3.0,Consulting,Deny,1-3 years,600–649,3.00–3.24
5554,Male,False,3.35,Humanities,White,690.0,4.0,Financial Services,Deny,4-6 years,650–699,3.25–3.49
5555,Male,False,2.97,Humanities,Asian,600.0,4.0,Technology,Deny,4-6 years,550–599,2.75–2.99
5556,Male,True,3.06,Business,International,590.0,5.0,Consulting,Deny,4-6 years,550–599,3.00–3.24
5557,Female,True,3.42,Humanities,International,690.0,4.0,Other,Admit,4-6 years,650–699,3.25–3.49
5558,Male,False,3.26,Humanities,Hispanic,640.0,4.0,Other,Deny,4-6 years,600–649,3.25–3.49
5559,Male,False,3.38,Business,Black,710.0,6.0,Media/Entertainment,Deny,4-6 years,700–749,3.25–3.49
5560,Male,False,3.15,Humanities,White,570.0,5.0,Consulting,Deny,4-6 years,550–599,3.00–3.24
5561,Female,False,3.37,Business,White,670.0,7.0,Consulting,Admit,7+ years,650–699,3.25–3.49
5562,Male,True,3.24,Humanities,International,650.0,5.0,Technology,Deny,4-6 years,600–649,3.00–3.24
5563,Male,False,3.37,Business,White,620.0,6.0,Investment Banking,Deny,4-6 years,600–649,3.25–3.49
5564,Female,False,3.25,Humanities,Asian,620.0,3.0,Nonprofit/Gov,Deny,1-3 years,600–649,3.00–3.24
5565,Male,True,3.07,Humanities,International,610.0,5.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
5566,Male,False,3.19,Business,Asian,630.0,3.0,Other,Deny,1-3 years,600–649,3.00–3.24
5567,Male,False,3.38,Business,Asian,680.0,6.0,Consulting,Admit,4-6 years,650–699,3.25–3.49
5568,Female,True,3.13,Business,International,650.0,4.0,Technology,Deny,4-6 years,600–649,3.00–3.24
5569,Female,False,3.15,Business,Other,610.0,4.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
5570,Male,False,3.17,Humanities,White,720.0,3.0,Consulting,Deny,1-3 years,700–749,3.00–3.24
5571,Male,False,3.23,Humanities,Asian,620.0,5.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
5572,Female,False,3.22,Humanities,Hispanic,670.0,4.0,Technology,Deny,4-6 years,650–699,3.00–3.24
5573,Male,False,3.76,Humanities,Black,780.0,5.0,Other,Deny,4-6 years,750–800,3.75–4.00
5574,Male,False,2.95,Business,Black,610.0,4.0,Financial Services,Deny,4-6 years,600–649,2.75–2.99
5575,Female,False,3.01,Business,Hispanic,590.0,6.0,PE/VC,Deny,4-6 years,550–599,3.00–3.24
5576,Male,False,3.07,Humanities,White,640.0,5.0,PE/VC,Deny,4-6 years,600–649,3.00–3.24
5577,Male,False,3.48,Business,Black,780.0,4.0,Consulting,Deny,4-6 years,750–800,3.25–3.49
5578,Female,True,3.42,Humanities,International,670.0,5.0,Health Care,Deny,4-6 years,650–699,3.25–3.49
5579,Female,False,3.26,Business,Asian,670.0,4.0,Technology,Deny,4-6 years,650–699,3.25–3.49
5580,Male,False,3.24,STEM,White,580.0,4.0,Consulting,Deny,4-6 years,550–599,3.00–3.24
5581,Male,False,3.45,Business,White,680.0,6.0,Media/Entertainment,Deny,4-6 years,650–699,3.25–3.49
